favourites_count,followersCount,friendsCount,hashtags,imageurl,lang,listedCount,retweetCount,retweetText,retweeted,tweetCreatedAt,tweetId,tweetText,url,userCreatedAt,userDescription,userID,userLocation,userName
13686,372,310,None,http://pbs.twimg.com/profile_images/1107673429275082754/JCu02lXy_normal.jpg,en,0,0,,False,2015-03-09 21:02:33,575038987594661888,@Kyle_pocal17 Kyle I hate to tell ya but you're not a twin.  You are adopted bud.,,2012-03-19 23:22:35,#CapsWonTheCup2018,529858515,"Boulder, CO",8 Beers
5061,4795,5246,None,http://pbs.twimg.com/profile_images/1084870930927517696/BcrPXxa5_normal.jpg,en,276,0,,False,2015-03-17 01:52:39,577648712832327680,Today Senator Sam McCann (R-Carlinville) and I held a joint press conference in... http://t.co/Y9cFEQr4fG http://t.co/Un4vA0AVXk,http://t.co/PKqUEEhXgW,2011-11-01 21:53:52,"Education Choice Advocate, Data Analysis, #PrincipleOverParty Political Junkie",403004768,"Lake County, IL",Lennie Jarratt
15101,471,525,None,http://pbs.twimg.com/profile_images/651794301052170240/kb5tfAvf_normal.jpg,en,10,0,,False,2015-03-17 13:20:43,577821867920244736,"Fiji water in the bong, we only smoke the finest",https://t.co/acjpgZVS8K,2010-02-23 21:22:04,Aspiring Graphic Novel Writer  and Artist.,116877145,Nowhere NJ,KILLER QUEEN
4337,669,169,None,http://pbs.twimg.com/profile_images/1078837564444794880/xZ7SS9cA_normal.jpg,en,12,0,,False,2015-03-22 01:07:08,579449194831835136,@wizkhalifa come to cancun tomorrow and let's smoke a fuckin fat joint.,https://t.co/KdQiO2n5dR,2010-08-11 17:12:33,https://t.co/AAxXfIA04M,177252175,"Los Angeles, CA",JaeMeez
53963,588,452,None,http://pbs.twimg.com/profile_images/1127985085045772295/25c2zQfP_normal.jpg,en,5,0,,False,2015-03-24 21:37:30,580483604058398720,Happy birthday bud finally gon be whippin 😏💯 @CameronBeginin,https://t.co/fcDvi5boIk,2013-07-25 22:57:27,ciao bella  // John 13:7 Romans 8:18,1621450380,,Angelo
5481,397,286,,http://pbs.twimg.com/profile_images/1041823595016736768/qXNc9lWC_normal.jpg,en,2,2051,When your friends smoke but you don't https://t.co/UvkubAKFgh,True,2015-03-26 22:53:09,581227418645491712,RT @StonerVines: When your friends smoke but you don't https://t.co/UvkubAKFgh,,2009-04-23 12:01:48,,34593537,"Dallas, TX",hundee omer
0,616,32,['Local'],http://pbs.twimg.com/profile_images/588125828858404864/L6hKbD-D_normal.jpg,en,161,0,,False,2015-03-28 04:51:32,581679993526308864,"Minnesotan Wears Wire, Helps Cops Bust Pot Distribution Ring - http://t.co/9BYkSRA3n2 - #Local http://t.co/aQG9lm4Jp3",https://t.co/MiiOxd83iN,2015-02-24 19:24:46,"The Gazette Review - Your Online Source for Local News, World News, and Everything In Between",3040040012,"Minneapolis, MN",Gazette Review
5061,4795,5246,None,http://pbs.twimg.com/profile_images/1084870930927517696/BcrPXxa5_normal.jpg,en,276,0,,False,2015-04-01 05:14:13,583135255864836096,Legislation Would In Effect Legalize Possession Of Small Amounts Of Marijuana http://t.co/60ZX1WiEXj,http://t.co/PKqUEEhXgW,2011-11-01 21:53:52,"Education Choice Advocate, Data Analysis, #PrincipleOverParty Political Junkie",403004768,"Lake County, IL",Lennie Jarratt
5061,4795,5246,None,http://pbs.twimg.com/profile_images/1084870930927517696/BcrPXxa5_normal.jpg,en,276,0,,False,2015-04-04 23:55:40,584504640277852161,Grass Fire Threat http://t.co/JDWrodJ4Tz,http://t.co/PKqUEEhXgW,2011-11-01 21:53:52,"Education Choice Advocate, Data Analysis, #PrincipleOverParty Political Junkie",403004768,"Lake County, IL",Lennie Jarratt
53963,588,452,"['TBT', 'DCTID']",http://pbs.twimg.com/profile_images/1127985085045772295/25c2zQfP_normal.jpg,en,5,6,#TBT: Home is where the smoke is. #DCTID http://t.co/PXf2Ow9dj8,True,2015-04-09 22:01:00,586287723109097474,RT @DetroitCityFC: #TBT: Home is where the smoke is. #DCTID http://t.co/PXf2Ow9dj8,https://t.co/fcDvi5boIk,2013-07-25 22:57:27,ciao bella  // John 13:7 Romans 8:18,1621450380,,Angelo
5061,4795,5246,None,http://pbs.twimg.com/profile_images/1084870930927517696/BcrPXxa5_normal.jpg,en,276,0,,False,2015-04-10 15:51:59,586557245866934272,Pain patient puts face on medical marijuana issue http://t.co/cl4iIAXPE1,http://t.co/PKqUEEhXgW,2011-11-01 21:53:52,"Education Choice Advocate, Data Analysis, #PrincipleOverParty Political Junkie",403004768,"Lake County, IL",Lennie Jarratt
5061,4795,5246,None,http://pbs.twimg.com/profile_images/1084870930927517696/BcrPXxa5_normal.jpg,en,276,0,,False,2015-04-14 12:43:31,587959367112257536,Driver Safety Tip: Don't Smoke Around Gunpowder http://t.co/pd4x0Rk7Ow,http://t.co/PKqUEEhXgW,2011-11-01 21:53:52,"Education Choice Advocate, Data Analysis, #PrincipleOverParty Political Junkie",403004768,"Lake County, IL",Lennie Jarratt
4337,669,169,None,http://pbs.twimg.com/profile_images/1078837564444794880/xZ7SS9cA_normal.jpg,en,12,0,,False,2015-04-29 17:08:40,593461913037709312,Dropping music to smoke to.   Good shit @wizkhalifa,https://t.co/KdQiO2n5dR,2010-08-11 17:12:33,https://t.co/AAxXfIA04M,177252175,"Los Angeles, CA",JaeMeez
45520,267,291,,http://pbs.twimg.com/profile_images/755600647018405888/0lN0rncZ_normal.jpg,en,4,859,"Hitler was born on 4/20, ""weed day.""",True,2015-05-02 16:40:16,594541926713524225,"RT @UberFacts: Hitler was born on 4/20, ""weed day.""",,2013-08-30 17:57:01,,1713386983,,grace
5061,4795,5246,None,http://pbs.twimg.com/profile_images/1084870930927517696/BcrPXxa5_normal.jpg,en,276,0,,False,2015-05-04 03:34:46,595069028743270400,This woman's medical marijuana story has gone global http://t.co/G7TRMnR7Rg http://t.co/AgdazjtP3r,http://t.co/PKqUEEhXgW,2011-11-01 21:53:52,"Education Choice Advocate, Data Analysis, #PrincipleOverParty Political Junkie",403004768,"Lake County, IL",Lennie Jarratt
7303,1227,689,None,http://pbs.twimg.com/profile_images/1065792595010437125/tj348K53_normal.jpg,en,4,0,,False,2015-05-05 01:57:09,595406849039536128,@Madddddieeeee I mean every word of this. If you wanted to smoke rn all you gotta do is text a dude and say I wanna smoke and sleep over.,,2010-08-21 19:00:34,"|Look Good, Smell Great, Cook Well but Be Better|",181265084,"Boston, MA",Jarad Trent
10335,926,1460,None,http://pbs.twimg.com/profile_images/1115065255825235973/t9ZucNDz_normal.jpg,en,6,0,,False,2015-05-08 03:35:04,596518651873878016,Okay if ur relationship goal is to smoke weed together you're out of your mind,,2012-06-07 21:54:38,,602231504,miami,Mellie
3235,147,569,,http://pbs.twimg.com/profile_images/1100275471575601153/X38Xuwj6_normal.jpg,en,1,312,If you don't support full legalization you should at least support medical marijuana. Why deny sick or dying patients medicine that works.,True,2015-05-08 15:54:31,596704741859532801,RT @ThaStonerNation: If you don't support full legalization you should at least support medical marijuana. Why deny sick or dying patients …,,2014-02-13 21:34:11,AZ • 20 • Twice •,2342607272,"Scottsdale, AZ",Jacob
5061,4795,5246,None,http://pbs.twimg.com/profile_images/1084870930927517696/BcrPXxa5_normal.jpg,en,276,0,,False,2015-05-12 06:42:41,598015422592520192,"Herrin man charged with possession, manufacture and delivery of cannabis http://t.co/FkFdRKF5gL",http://t.co/PKqUEEhXgW,2011-11-01 21:53:52,"Education Choice Advocate, Data Analysis, #PrincipleOverParty Political Junkie",403004768,"Lake County, IL",Lennie Jarratt
13830,155,164,None,http://pbs.twimg.com/profile_images/1123412723742773249/gWkglOii_normal.jpg,en,1,0,,False,2015-05-14 06:36:43,598738696523780096,Smoke dick and suck weed! Hell yea!,https://t.co/IlXrj16j0v,2014-06-10 09:04:50,i never pooped in my life,2558571000,Israel,icannotexpresstoyouhowmuchiloveweed
26373,20458,861,,http://pbs.twimg.com/profile_images/1012052645752680448/tntbDEqT_normal.jpg,en,100,4,"Brickbat: Smoke, Smoke, Smoke That Cigarette http://t.co/LHJZZzSqqe",True,2015-05-15 10:13:55,599155744139661312,"RT @reason: Brickbat: Smoke, Smoke, Smoke That Cigarette http://t.co/LHJZZzSqqe",https://t.co/An92uO2xJE,2013-01-28 14:13:06,Expert,1128197251,"Indianapolis, Indiana",Becky Kevoian
11015,504,299,,http://pbs.twimg.com/profile_images/1104876836822110209/8fwUJE82_normal.jpg,en,2,5,"If all you wanna do is party, get faded and smoke I can't mess with yu theirs more to life than that, get out of tht simple mind.",True,2015-05-21 23:42:35,601533577050722306,"RT @ThatDudeJayDee: If all you wanna do is party, get faded and smoke I can't mess with yu theirs more to life than that, get out of tht si…",,2013-01-31 22:01:43,,1138018536,"Austin, TX",Jess
2234,332,278,None,http://pbs.twimg.com/profile_images/1120209157980712961/XZbdVCx4_normal.jpg,en,0,0,,False,2015-05-22 01:57:53,601567628897845249,@kourtney_B123 that's the pot calling the kettle black 😉,,2013-02-03 05:13:51,Kirkwood 2019 follow me on the gram -aaron_woodward24 Snapchat- aaronwoodward24,1144265203,"North Lowden, Ia",Aaron Woodward
46242,888,656,,http://pbs.twimg.com/profile_images/1111472597093498880/7rL7B6P4_normal.jpg,en,4,1145,*pulled over*  cop: I saw you smokin marijuana  guy: this is a vape pen watch this  *does multiple vape tricks*  cop: o fuck have a good day,True,2015-05-22 18:59:23,601824695319662593,RT @aayylmao: *pulled over*  cop: I saw you smokin marijuana  guy: this is a vape pen watch this  *does multiple vape tricks*  cop: o fuck …,,2012-12-25 21:31:17,WSU Baseball | Go Sox,1035647070,508,Martín
24193,287,259,,http://pbs.twimg.com/profile_images/1116709944458452992/D7Zgr-Cb_normal.jpg,en,6,2781,When someone asks if you smoke weed http://t.co/f7WOcWzyUb,True,2015-05-28 03:18:10,603762158724190208,RT @stillblazingtho: When someone asks if you smoke weed http://t.co/f7WOcWzyUb,,2012-06-05 05:16:19,clothing and nightcore enthusiast,599840606,Texas,stephen
5061,4795,5246,None,http://pbs.twimg.com/profile_images/1084870930927517696/BcrPXxa5_normal.jpg,en,276,0,,False,2015-05-29 19:14:21,604365177769742336,Rebates drive grass removal frenzy during California drought http://t.co/jCornUQXAk,http://t.co/PKqUEEhXgW,2011-11-01 21:53:52,"Education Choice Advocate, Data Analysis, #PrincipleOverParty Political Junkie",403004768,"Lake County, IL",Lennie Jarratt
5061,4795,5246,None,http://pbs.twimg.com/profile_images/1084870930927517696/BcrPXxa5_normal.jpg,en,276,0,,False,2015-05-30 08:54:20,604571532728266752,Is eating marijuana riskier than smoking it? http://t.co/GwTSvBIFrW,http://t.co/PKqUEEhXgW,2011-11-01 21:53:52,"Education Choice Advocate, Data Analysis, #PrincipleOverParty Political Junkie",403004768,"Lake County, IL",Lennie Jarratt
5061,4795,5246,None,http://pbs.twimg.com/profile_images/1084870930927517696/BcrPXxa5_normal.jpg,en,276,0,,False,2015-05-31 23:13:35,605150158041391104,Marijuana dispensary hopes to open by end of year http://t.co/0BYSC9WFtv,http://t.co/PKqUEEhXgW,2011-11-01 21:53:52,"Education Choice Advocate, Data Analysis, #PrincipleOverParty Political Junkie",403004768,"Lake County, IL",Lennie Jarratt
554,1267,684,,http://pbs.twimg.com/profile_images/1432408240/Richard-Mumby_crop_normal.jpg,en,56,1,Photo: RP @juulvapor PRETTY BOY VAPE STATUS http://t.co/oAsrsnzOKJ,True,2015-06-01 20:11:33,605466737094459392,RT @xy83r8ep: Photo: RP @juulvapor PRETTY BOY VAPE STATUS http://t.co/oAsrsnzOKJ,,2009-09-21 16:32:09,,76068875,"New York, USA",Richard Mumby
12,28,167,None,http://pbs.twimg.com/profile_images/565695021928972289/nVDFvXpg_normal.jpeg,en,0,0,,False,2015-06-05 21:11:46,606931440324898816,"@JUULvapor Ok I was confused by the ""2 day shipping"" when placing the order, I was under the impression that it would arrive by this weekend",,2014-07-25 04:00:47,,2723796299,,Lenny vaknine
5061,4795,5246,None,http://pbs.twimg.com/profile_images/1084870930927517696/BcrPXxa5_normal.jpg,en,276,0,,False,2015-06-06 10:16:47,607128998666059777,City votes on future of cannabis club http://t.co/qh3sQ5Rae9,http://t.co/PKqUEEhXgW,2011-11-01 21:53:52,"Education Choice Advocate, Data Analysis, #PrincipleOverParty Political Junkie",403004768,"Lake County, IL",Lennie Jarratt
24193,287,259,None,http://pbs.twimg.com/profile_images/1116709944458452992/D7Zgr-Cb_normal.jpg,en,6,0,,False,2015-06-14 19:19:50,610164763759280128,When ur dealer sells you booty ass weed &lt;&lt;&lt;,,2012-06-05 05:16:19,clothing and nightcore enthusiast,599840606,Texas,stephen
12186,779,536,,http://pbs.twimg.com/profile_images/1095869926521430018/sG0b_651_normal.jpg,en,1,20,""" Adri Syracuse's nipples are bigger than Jake Shaw's weed addiction """,True,2015-06-16 00:10:18,610600247396552704,"RT @WNYFlameErrbody: "" Adri Syracuse's nipples are bigger than Jake Shaw's weed addiction """,,2009-12-19 19:51:12,,97970246,,darcy
520,2292,1962,"['vaporized', 'LoveMyJob']",http://pbs.twimg.com/profile_images/836287897544310785/p-H2f_0D_normal.jpg,en,0,1,,False,2015-06-17 00:22:02,610965590245797890,InsideHook Yacht Party working with @JUULvapor #vaporized w/ @bettabird #LoveMyJob Thanks… https://t.co/WWTzaG0Ztp,https://t.co/kh2Z8nKAa5,2013-01-19 03:30:07,"Florida Brand Ambassador /Marketing Professional,Social Media,Promotions & Events.Music,Yoga,Art,Beach,Photography,Nature & Cultures lover.",1102665744,Miami Beach/NYC/Lima-Peru,Maribel
15,1581,504,"['timesquare', 'billboard', 'JUULvapor', 'JUUL', 'VAPORIZED', 'coacd', 'nyc', 'merky']",http://pbs.twimg.com/profile_images/735957648764456960/sjopasOP_normal.jpg,en,59,0,,False,2015-06-17 23:15:30,611311234944794624,While I'm in Ibiza... #timesquare #billboard #JUULvapor #JUUL #VAPORIZED #coacd #nyc #merky… https://t.co/8udf4ld0Dc,http://t.co/lBrg3eF7FX,2008-07-08 23:39:15,Photographer born and raised in NYC,15359674,"New York, NY",Marley Kate
772,26,109,None,http://pbs.twimg.com/profile_images/954220328850518017/pYs_oMko_normal.jpg,en,1,0,,False,2015-06-21 23:23:56,612762907021938689,@getnickwright probably while on the pot.,,2011-03-26 01:03:07,Jesus and I have a funny relationship,272192323,KC MO,Sean
44176,1007,503,,http://pbs.twimg.com/profile_images/1128384422925959168/93QI_DvL_normal.jpg,en,11,1,@Marihunna smoke pot,True,2015-06-24 18:13:24,613771925035184128,RT @bananan_james: @Marihunna smoke pot,https://t.co/l6OG1vlFJB,2013-06-03 00:24:05,#4L,1478531461,"bay area, ca",NBA Youngboy fan acct
26373,20458,861,None,http://pbs.twimg.com/profile_images/1012052645752680448/tntbDEqT_normal.jpg,en,100,2,,False,2015-06-29 04:21:28,615374501082177536,"@GayPatriot @BiasedGirl Okay, an Ewwwww, coming from *you*? Pot, meet kettle.",https://t.co/An92uO2xJE,2013-01-28 14:13:06,Expert,1128197251,"Indianapolis, Indiana",Becky Kevoian
7770,519,955,,http://pbs.twimg.com/profile_images/782721344555352064/1eP4Og0A_normal.jpg,en,4,4144,Wow I really like this weed.,True,2015-07-09 03:41:27,618988309725974528,RT @wizkhalifa: Wow I really like this weed.,,2011-10-10 23:41:49,Follow @legrandaddy on twitter,388565205,919,Alex LeGrand
13054,313,186,None,http://pbs.twimg.com/profile_images/1123191698102861824/4lLI2wO__normal.jpg,en,3,0,,False,2015-07-11 02:07:27,619689427045101569,"S/O to the loml I'm gonna miss u so much, school won't be the same without you bud. love u Li @liam_callahan24 :((( http://t.co/9xrXKg01JD",,2014-03-23 13:22:55,CT | 💄,2431026945,203 ,nic ❁
26373,20458,861,None,http://pbs.twimg.com/profile_images/1012052645752680448/tntbDEqT_normal.jpg,en,100,0,,False,2015-07-12 04:04:27,620081261147590656,"@Kim_Robertson37 It is gorgeous, and the acoustics were great. We saw my fave Vince Gill there and LOVED the joint!",https://t.co/An92uO2xJE,2013-01-28 14:13:06,Expert,1128197251,"Indianapolis, Indiana",Becky Kevoian
35622,930,614,None,http://pbs.twimg.com/profile_images/1118922196515160064/Pu_7LIU7_normal.jpg,en,2,1,,False,2015-07-18 16:01:14,622435972714790912,welcome mo hash into the potato world!!! http://t.co/ulHDM5ZQOC,,2011-12-10 22:38:48,welcome to my tweets,433708358,"Franklin, IN",Isabel
11622,407,279,None,http://pbs.twimg.com/profile_images/1128328465151856640/iNY9aijg_normal.jpg,en,1,0,,False,2015-07-21 05:03:27,623357598293594113,I wish weed was free😔,,2015-01-11 20:51:39,🐒,2975374339,"Pittsburgh, PA",borninmisery🧟‍♂️
5061,4795,5246,None,http://pbs.twimg.com/profile_images/1084870930927517696/BcrPXxa5_normal.jpg,en,276,0,,False,2015-07-24 06:25:46,624465476429594624,SURPRISING FIND  Bergdahl in middle of California pot raid http://t.co/qNw7S55tWd,http://t.co/PKqUEEhXgW,2011-11-01 21:53:52,"Education Choice Advocate, Data Analysis, #PrincipleOverParty Political Junkie",403004768,"Lake County, IL",Lennie Jarratt
107810,449,435,,http://pbs.twimg.com/profile_images/814699502208745472/WjAlNDTT_normal.jpg,en,1,280,lol just cause I slam heroin doesn't mean I smoke crack so stfu,True,2015-07-31 21:26:21,627228830739091456,RT @aayylmao: lol just cause I slam heroin doesn't mean I smoke crack so stfu,,2011-07-28 16:20:23,,344144418,,Peace Tea Papi
41370,1453,1327,None,http://pbs.twimg.com/profile_images/1122587592355123202/y4wyfFM8_normal.jpg,en,10,0,,False,2015-08-05 12:31:57,628906282976612352,@NicholsCareer @Bilg22 congrats bud!!,,2009-07-10 11:14:43,MA✈️TN #LeaveYourLegacy Nichols College'15. SC: Pat_Hoey IG: phoey15,55533766,"Nashville, TN",Patrick Hoey
3451,815,2831,None,http://pbs.twimg.com/profile_images/541378037049094144/xoLNo9EJ_normal.jpeg,en,40,0,,False,2015-08-07 17:09:25,629700885866762241,@JUULvapor Thank U once again 4 introducing UR product 2 me at @NYCPride 's Dance on the Pier this year. You've converted a longtime smoker.,https://t.co/YU1Ouqsv3w,2014-08-20 17:44:52,Extrapolate & Praxis. Parody of creative writing along w/social commentary & some of the unexpected... INCLUDING #LGBTReparations & #Vapingsaveslives,2749783724,"Manhattan, NY",Reid Whyte Vapes
12269,383,533,"['cigars', 'hookah']",http://pbs.twimg.com/profile_images/1077770241487392769/LpPMfeht_normal.jpg,en,0,4,"Hey if you like a nice smoke then come to the Habano Bar Cafe at Hollywood Beach! My dad's the proud owner, check it out 🙆🏻 #cigars #hookah",True,2015-08-14 04:56:04,632053050677567489,"RT @jillvilll: Hey if you like a nice smoke then come to the Habano Bar Cafe at Hollywood Beach! My dad's the proud owner, check it out 🙆🏻 …",,2011-05-12 16:25:42,🇪🇸🇨🇴 #visçabarça,297500888,"Gainesville, FL",Andrés Iniesta
40968,821,357,None,http://pbs.twimg.com/profile_images/1129883820541587456/489fkaLX_normal.jpg,en,29,0,,False,2015-08-14 05:50:05,632066642030104576,"@Ahadify hey bud, go fuck yourself. I'm not stepping off of shit and dw about the copyright i already filed a claim.",https://t.co/BvmyLGziA0,2012-12-15 23:50:21,"cuz you’ve been night-timin baby, and you ought to get home. Bachelors in CyberSecurity @ctuniversity Head Cashier @lowes",1014140450,"Colorado Springs, CO",Caleb
19732,476,383,,http://pbs.twimg.com/profile_images/1129445274785419266/oEvXhw2t_normal.jpg,en,2,3,@jakedapegg sick meeting u today bud ✨ http://t.co/ptf18VcFbI,True,2015-08-16 01:19:36,632723350322704384,RT @alexrosincth: @jakedapegg sick meeting u today bud ✨ http://t.co/ptf18VcFbI,,2012-04-22 22:12:41,"i would say that im here for the memes.. but more often than not, the memes are really here for me.",560633333,,angelique
